Jaccard;length_real;length_calc;user;length_dif
1.0;19362;19249;91590;113
0.17;147625;35466;91597;112159
0.429;131506;69546;91603;61960
0.246;760295;278303;91613;481992
0.078;5640;3763;91619;1877
0.0;0;0;91625;0
0.0;0;0;91628;0
0.234;39617;29375;91649;10242
0.0;0;0;91661;0
0.871;32078;25298;91671;6780
0.0;0;0;91678;0
0.0;0;0;91726;0
0.295;157819;63680;91742;94139
0.418;63408;29199;91754;34209
0.246;22845;14017;91756;8828
0.055;162910;67942;91783;94968
0.0;0;0;91787;0
0.448;178851;129812;91796;49039
0.016;74840;15650;91810;59190
0.236;173359;73150;91846;100209
0.268;89253;50013;91848;39240
0.666;128804;77651;91885;51153
0.497;46489;41635;91911;4854
0.679;11353;10386;91915;967
0.387;184802;136731;91959;48071
0.0;0;0;91970;0
0.736;38833;19993;91984;18840
0.514;119113;57322;91989;61791
0.0;0;0;92002;0
0.547;329599;212290;92140;117309
0.592;144708;109167;92151;35541
0.0;0;0;92207;0
0.358;111296;55852;92248;55444
0.172;124353;57080;92289;67273
0.774;11512;9253;92401;2259
0.043;67963;17266;92431;50697
0.339;78943;37686;92439;41257
0.221;25951;15186;92472;10765
0.0;0;0;92518;0
1.0;0;0;92522;0
0.0;0;0;92536;0
0.467;857298;319489;92540;537809
0.19;271431;109379;92559;162052
0.336;313888;131788;92579;182100
0.797;116103;93362;92585;22741
0.0;0;0;92599;0
0.0;0;0;92643;0
0.268;18980;15979;92669;3001
0.648;227704;139347;92671;88357
0.158;434480;218267;92706;216213
0.096;97914;33493;92714;64421
0.388;182702;91011;92734;91691
0.132;90754;30450;92753;60304
1.0;0;0;92757;0
0.215;373404;156719;92776;216685
0.0;0;0;92783;0
0.435;222979;168773;92807;54206
0.424;320613;180212;92815;140401
0.875;13879;13278;92833;601
0.0;0;0;92836;0
0.381;10761;9377;92838;1384
0.496;230636;97819;92840;132817
0.453;60096;42382;92851;17714
0.0;0;0;92853;0
0.312;33521;16375;92863;17146
0.111;863;0;92870;863
0.0;0;0;92888;0
0.449;20456;17112;92932;3344
0.913;9810;5244;92945;4566
0.264;9798;5938;92958;3860
0.0;0;0;92978;0
0.26;93849;63253;92980;30596
0.398;433676;226417;93023;207259
0.279;202994;80337;93088;122657
0.021;19110;9203;93126;9907
0.0;0;0;93134;0
0.028;41592;13966;93144;27626
0.369;644237;245026;93157;399211
0.246;15141;9495;93200;5646
0.0;0;0;93215;0
0.647;99973;55047;93225;44926
1.0;3946;3946;93245;0
0.138;130026;44288;93253;85738
0.0;0;0;93277;0
0.0;0;0;93284;0
0.726;5795;4609;93285;1186
0.952;14627;14059;93286;568
0.867;26290;24821;93304;1469
0.166;32238;20117;93329;12121
0.0;0;0;93336;0
0.0;0;0;93374;0
0.0;0;0;93404;0
0.0;0;0;93434;0
0.203;121064;45281;93444;75783
0.264;241072;112473;93446;128599
0.161;218155;50989;93450;167166
0.489;80348;62988;93462;17360
0.0;0;0;93476;0
0.333;137383;61549;93483;75834
0.594;318416;240469;93490;77947
0.16;95161;38428;93508;56733
0.753;9174;8112;93516;1062
0.243;152327;79577;93545;72750
0.323;140224;41386;93550;98838
0.709;109645;72654;93556;36991
0.42;140493;106488;93564;34005
0.305;160541;49990;93568;110551
0.293;189629;97532;93579;92097
0.347;342909;134873;93583;208036
0.0;0;0;93599;0
0.0;0;0;93608;0
0.136;68537;26342;93613;42195
0.349;843677;329445;93628;514232
0.0;0;0;93682;0
0.242;370783;132009;93742;238774
0.0;0;0;93771;0
0.807;21418;19039;93840;2379
0.037;21004;6077;93843;14927
0.0;0;0;93880;0
0.161;2671;1953;93927;718
0.0;0;0;93955;0
0.324;115135;59849;93984;55286
0.126;175258;49072;93996;126186
0.049;272220;53280;93999;218940
0.273;1164707;499431;94024;665276
0.522;34404;21211;94039;13193
0.406;37938;14199;94040;23739
0.272;126763;71399;94049;55364
0.292;461076;197117;94059;263959
0.0;0;0;94068;0
0.872;71079;56132;94076;14947
0.0;0;0;94077;0
0.347;101394;67187;94094;34207
0.097;83989;41051;94101;42938
0.08;175860;20154;94110;155706
0.218;305893;112185;94137;193708
0.84;47518;31860;94146;15658
0.212;165303;52427;94148;112876
0.326;161455;75966;94163;85489
0.093;334621;93314;94177;241307
0.13;136586;45160;94185;91426
0.108;6703;741;94193;5962
0.237;97286;33151;94195;64135
0.307;175388;91109;94213;84279
0.636;48330;25068;94215;23262
0.0;0;0;94220;0
0.0;0;0;94230;0
0.18;269755;62196;94254;207559
0.415;159473;125935;94262;33538
0.479;227448;138956;94279;88492
0.567;10433;8226;94280;2207
0.846;3741;2621;94282;1120
0.929;15843;11399;94285;4444
0.0;0;0;94290;0
0.232;52545;17600;94298;34945
0.29;371654;85947;94306;285707
0.378;3093;2396;94337;697
0.092;45469;27768;94370;17701
0.681;24964;17847;94373;7117
0.254;190462;80082;94403;110380
0.527;69398;59433;94408;9965
0.227;170240;45841;94414;124399
0.229;79190;39868;94419;39322
0.555;44479;12616;94423;31863
0.241;153488;71877;94427;81611
0.0;0;0;94461;0
0.339;61656;24268;94467;37388
0.163;86801;25675;94473;61126
0.0;0;0;94652;0
0.354;1140454;297672;94699;842782
0.285;88342;44083;94703;44259
0.407;175905;66539;94712;109366
0.0;0;0;94725;0
0.205;38616;18555;94734;20061
0.0;0;0;94741;0
0.0;0;0;94766;0
0.0;0;0;94774;0
0.3;292879;101534;94777;191345
0.0;0;0;94785;0
0.312;131464;65064;94808;66400
0.147;356036;144783;94811;211253
0.284;4247;3758;94814;489
0.123;428006;130481;94815;297525
0.168;399680;163889;94842;235791
0.165;39496;21504;94847;17992
0.169;84094;28035;94857;56059
0.37;643383;225294;94859;418089
0.109;102709;30813;94869;71896
0.359;1404829;383258;94881;1021571
0.342;9688;5892;94886;3796
0.042;116270;26294;94890;89976
0.0;0;0;94908;0
0.155;485478;173158;94919;312320
0.116;238103;54478;94923;183625
0.339;61715;29584;94928;32131
0.498;104843;83818;94935;21025
0.401;23332;13559;94953;9773
0.0;0;0;94964;0
0.0;0;0;94974;0
0.0;0;0;94985;0
0.634;51923;38342;94986;13581
0.149;24752;13531;94989;11221
0.788;7057;4809;94990;2248
0.01;11009;0;94991;11009
0.198;349846;121712;94995;228134
0.403;27734;8936;94997;18798
0.447;160313;95715;95000;64598
0.526;86539;75102;95007;11437
0.0;0;0;95036;0
1.0;173798;121607;95088;52191
0.923;34956;24594;95096;10362
0.217;256764;102225;95106;154539
0.182;885655;233225;95110;652430
0.0;0;0;95137;0
1.0;0;0;95144;0
0.0;0;0;95183;0
0.205;45297;17101;95194;28196
0.0;0;0;95197;0
0.0;0;0;95212;0
0.384;11057;9370;95215;1687
0.0;0;0;95262;0
0.356;37041;28918;95279;8123
0.091;126766;24975;95332;101791
0.696;123161;84654;95370;38507
0.0;0;0;95375;0
0.367;23665;16694;95381;6971
0.13;197506;61814;95386;135692
0.0;0;0;95401;0
0.0;0;0;95409;0
1.0;1771;1771;95413;0
0.319;297632;144103;95414;153529
0.186;133254;59373;95435;73881
1.0;10595;9291;95505;1304
0.0;0;0;95510;0
0.0;0;0;95551;0
0.0;0;0;95569;0
0.529;90774;74210;95578;16564
0.0;0;0;95602;0
0.039;63497;15933;95617;47564
1.0;0;0;95749;0
0.109;154199;29888;95759;124311
0.0;0;0;95789;0
0.02;9321;0;95806;9321
0.385;141866;82632;95815;59234
0.52;36137;20573;95819;15564
0.606;46605;36406;95835;10199
0.258;82522;50271;95842;32251
0.0;0;0;95983;0
0.244;169107;55209;96004;113898
0.329;93356;56198;96025;37158
0.279;98407;52457;96041;45950
0.688;29620;28110;96062;1510
1.0;4831;4831;96068;0
0.415;10440;5286;96094;5154
0.136;164079;30410;96105;133669
0.594;55014;35852;96119;19162
0.298;26888;11609;96131;15279
0.843;68294;63648;96155;4646
0.374;137399;85653;96179;51746
0.128;30188;19865;96184;10323
0.293;315364;143618;96191;171746
0.0;0;0;96237;0
0.186;202857;67532;96244;135325
0.153;169356;80024;96271;89332
0.282;120725;33185;96302;87540
0.0;0;0;96330;0
0.0;0;0;96334;0
0.194;215201;61652;96347;153549
0.638;39431;33727;96350;5704
0.253;284261;124993;96351;159268
0.0;0;0;96399;0
0.0;0;0;96428;0
0.309;80166;55671;96495;24495
0.0;0;0;96505;0
0.559;69036;47562;96507;21474
0.414;41551;27694;96567;13857
0.69;23995;18397;96604;5598
0.0;0;0;96611;0
1.0;0;0;96664;0
0.618;349243;179257;96695;169986
0.895;10357;5791;96709;4566
0.449;334411;163698;96752;170713
0.406;236147;81989;96756;154158
0.0;0;0;96758;0
0.38;294813;96777;96808;198036
0.0;0;0;96810;0
0.0;0;0;96833;0
0.642;5535;2810;96883;2725
0.0;0;0;96885;0
1.0;16427;16427;96926;0
0.244;28235;22124;96927;6111
0.46;102525;58333;96929;44192
0.192;76621;31299;96932;45322
0.313;248541;67956;96953;180585
0.0;0;0;96996;0
0.373;329155;210854;97054;118301
0.0;0;0;97068;0
0.07;218811;63548;97100;155263
0.324;21072;15187;97109;5885
0.387;32582;20584;97123;11998
0.0;0;0;97140;0
0.314;96953;30864;97143;66089
0.458;44366;16373;97151;27993
0.0;0;0;97164;0
0.034;29479;6830;97179;22649
0.0;0;0;97188;0
0.0;0;0;97232;0
0.0;0;0;97263;0
0.396;146728;74866;97264;71862
0.837;79614;45597;97278;34017
1.0;5060;1265;97292;3795
0.269;415693;203972;97298;211721
0.123;47515;12548;97301;34967
0.168;997848;248776;97310;749072
0.0;0;0;97333;0
0.094;134185;38547;97349;95638
0.0;0;0;97379;0
0.228;382992;136727;97394;246265
0.0;0;0;97430;0
0.514;89466;33191;97449;56275
0.415;112234;69460;97451;42774
0.287;871029;267393;97456;603636
0.333;212036;142606;97498;69430
0.504;470424;322893;97522;147531
0.295;36595;32951;97534;3644
0.3;632158;164078;97535;468080
0.163;8049;1597;97552;6452
0.0;0;0;97566;0
0.276;17594;14966;97589;2628
0.0;0;0;97599;0
0.0;0;0;97602;0
0.913;229185;121224;97620;107961
0.691;55234;47438;97626;7796
0.275;212798;130035;97642;82763
0.54;96259;60380;97646;35879
0.073;109813;36750;97652;73063
0.538;23678;11150;97707;12528
0.587;66086;54165;97714;11921
0.2;702998;179392;97716;523606
0.99;61990;47825;97730;14165
0.271;160844;66717;97744;94127
0.0;0;0;97746;0
0.384;68712;33873;97748;34839
0.304;100723;54155;97753;46568
0.265;564061;276339;97877;287722
0.0;0;0;97883;0
0.538;49020;33049;97891;15971
0.442;36639;21740;97898;14899
0.485;23556;16166;97930;7390
1.0;18575;18575;97936;0
0.263;10441;6708;97942;3733
0.453;18786;15512;97950;3274
1.0;0;0;97959;0
0.333;99634;56355;97966;43279
0.0;0;0;97973;0
0.236;274300;132262;97976;142038
0.0;0;0;97986;0
0.0;0;0;97991;0
0.125;1265;0;97996;1265
0.247;228530;158154;97997;70376
0.532;18247;13358;97999;4889
0.539;217791;157459;98007;60332
0.521;170464;125069;98022;45395
0.0;0;0;98028;0
0.578;103192;85505;98037;17687
0.185;20381;14851;98042;5530
0.0;0;0;98069;0
0.306;158431;90978;98087;67453
0.511;80490;60444;98112;20046
0.684;4732;3010;98136;1722
0.817;41226;36303;98154;4923
0.51;81142;62959;98158;18183
0.0;0;0;98176;0
0.0;0;0;98238;0
0.312;90094;63552;98254;26542
1.0;571;571;98270;0
0.412;142114;84878;98275;57236
0.347;24407;9912;98287;14495
0.34;131232;26025;98291;105207
0.505;106035;32484;98297;73551
0.0;0;0;98342;0
0.081;17833;10747;98398;7086
0.589;44344;19653;98443;24691
0.201;76205;28426;98448;47779
0.259;61548;40682;98473;20866
0.0;0;0;98495;0
0.118;128625;26788;98549;101837
0.229;310601;100556;98560;210045
0.425;167377;94659;98572;72718
0.215;54467;23771;98575;30696
0.353;108906;81746;98625;27160
0.0;0;0;98626;0
0.846;219060;140746;98643;78314
0.5;8565;2739;98648;5826
1.0;13094;13094;98652;0
0.321;171600;88214;98705;83386
0.0;0;0;98712;0
0.411;319344;169126;98720;150218
0.274;118098;73846;98775;44252
0.243;232235;93442;98802;138793
0.327;1013753;199139;98864;814614
0.0;0;0;98869;0
0.245;30567;21431;98876;9136
0.0;0;0;98894;0
0.138;237153;64884;98911;172269
0.085;126404;26890;99009;99514
1.0;13851;13851;99012;0
0.232;289685;188414;99013;101271
0.0;0;0;99017;0
0.121;527458;152174;99049;375284
0.728;43916;26048;99068;17868
0.31;101531;64978;99084;36553
0.407;28337;9334;99095;19003
0.306;76325;43760;99162;32565
0.235;94542;15504;99178;79038
0.122;26287;10934;99188;15353
0.307;64758;42943;99199;21815
0.478;85747;53434;99220;32313
0.191;421071;87680;99225;333391
0.331;106500;69408;99228;37092
0.107;161713;52548;99237;109165
0.239;86533;49359;99253;37174
0.368;111550;67952;99259;43598
0.226;24351;10477;99314;13874
0.172;333795;162192;99320;171603
0.0;0;0;99385;0
0.314;47323;11562;99430;35761
0.633;46513;28946;99511;17567
0.154;448340;95231;99539;353109
0.689;136245;85265;99609;50980
0.128;249014;80388;99619;168626
0.304;497743;169818;99658;327925
0.369;165020;90402;99667;74618
0.535;102985;65238;99704;37747
0.0;0;0;99709;0
0.176;108689;31433;99732;77256
0.0;0;0;99735;0
0.373;94513;45699;99737;48814
0.174;245529;84131;99743;161398
0.438;56557;46846;99749;9711
0.466;539150;192573;99799;346577
0.045;114181;37505;99804;76676
0.401;114829;81538;99876;33291
0.101;71182;24073;99905;47109
0.434;860890;138137;99923;722753
0.324;74017;37590;99938;36427
0.343;119667;77785;99948;41882
1.0;1702;1702;99957;0
0.294;122870;40512;99964;82358
0.249;410105;84313;99966;325792
0.0;0;0;99969;0
0.544;8082;3516;99978;4566
0.309;212545;123625;99983;88920
0.0;0;0;99992;0
0.491;75597;65951;100000;9646
0.326;73133;56029;100020;17104
0.235;672848;273889;100042;398959
0.0;0;0;100058;0
1.0;3869;1265;100070;2604
0.0;0;0;100160;0
0.068;46556;11017;100165;35539
0.0;0;0;100167;0
0.0;0;0;100572;0
0.053;174024;67942;100611;106082
0.387;334722;252643;100666;82079
0.019;27484;0;100670;27484
0.338;230916;139156;100671;91760
0.0;0;0;100686;0
0.435;535763;257314;100689;278449
0.943;59452;23159;100704;36293
1.0;34144;34144;100728;0
0.54;136410;81060;100735;55350
0.436;268835;157272;100755;111563
0.449;198078;152497;100781;45581
0.205;147431;92714;100783;54717
0.0;0;0;100826;0
0.0;0;0;100834;0
0.0;0;0;100850;0
0.109;79229;26904;100894;52325
0.0;0;0;100920;0
0.199;225754;83915;100923;141839
0.45;219194;121458;100933;97736
0.056;52371;20905;100951;31466
0.067;96905;36296;100954;60609
0.0;0;0;100967;0
0.5;11327;3100;100975;8227
0.111;106897;22936;100990;83961
0.025;13939;5015;101012;8924
1.0;14493;14493;101017;0
0.0;0;0;101030;0
0.358;994710;284571;101053;710139
0.0;0;0;101091;0
0.0;0;0;101252;0
0.0;0;0;101255;0
0.0;0;0;101269;0
0.0;0;0;101331;0
0.258;17257;7743;101341;9514
0.524;220518;147554;101348;72964
0.087;210826;77796;101359;133030
0.571;43120;20086;101366;23034
0.383;344124;180296;101383;163828
1.0;0;0;101441;0
0.427;440783;218495;101442;222288
0.742;5578;3907;101474;1671
0.522;98137;42223;101481;55914
0.38;148336;87955;101482;60381
0.426;10191;5431;101486;4760
0.0;0;0;101487;0
0.284;92472;31070;101498;61402
0.0;0;0;101502;0
0.19;145892;68770;101511;77122
0.703;27372;23812;101514;3560
0.0;0;0;101531;0
0.776;19144;6217;101534;12927
0.444;257074;117561;101550;139513
0.08;960015;230314;101562;729701
0.334;95302;73657;101567;21645
0.0;0;0;101608;0
0.585;57441;36884;101609;20557
0.562;55251;44708;101615;10543
0.354;23260;13961;101626;9299
0.138;54609;31080;101699;23529
0.585;214606;134249;101702;80357
0.523;78518;50327;101722;28191
0.25;248474;90577;101738;157897
0.0;0;0;101753;0
0.323;235627;114735;101845;120892
0.847;11918;11215;101857;703
0.274;404420;143865;101875;260555
0.382;6997;4468;101880;2529
0.615;21965;11386;101888;10579
0.141;79888;43982;101942;35906
0.755;24328;17591;102018;6737
0.216;237984;89236;102041;148748
0.0;0;0;102042;0
0.0;0;0;102108;0
0.206;419782;148145;102152;271637
0.051;39102;16850;102154;22252
0.222;886026;252854;102200;633172
0.0;0;0;102436;0
0.562;90907;45855;102446;45052
0.0;0;0;102451;0
0.329;300156;134128;102493;166028
0.379;64238;43248;102498;20990
0.0;0;0;102499;0
0.395;134677;62474;102502;72203
0.825;50818;24918;102550;25900
0.299;102200;38478;102551;63722
1.0;1140;1140;102600;0
0.097;108877;38484;102642;70393
0.896;57000;27301;102707;29699
0.305;81443;23792;102747;57651
0.555;79159;47517;102759;31642
0.366;281921;133776;102764;148145
1.0;12040;12040;102769;0
0.0;0;0;102772;0
0.0;0;0;102775;0
0.118;456375;159446;102782;296929
0.256;749125;205035;102786;544090
0.836;48874;27948;102800;20926
0.4;22931;10247;102806;12684
0.162;48966;15990;102827;32976
0.175;370017;107478;102851;262539
0.276;6568;5518;102867;1050
0.0;0;0;102970;0
0.711;10122;4554;102977;5568
0.157;96327;31029;102995;65298
0.216;59915;34134;103018;25781
0.546;333633;218412;103070;115221
0.214;123285;61443;103090;61842
0.118;74247;36025;103126;38222
0.335;364466;170093;103142;194373
0.321;130827;88052;103148;42775
0.434;238300;144478;103172;93822
0.451;16519;13196;103176;3323
0.0;0;0;103178;0
0.244;625346;230113;103184;395233
0.562;2298;1796;103186;502
0.164;249713;80936;103195;168777
0.108;433086;86373;103201;346713
0.0;0;0;103203;0
0.622;17122;13575;103339;3547
0.201;231952;114872;103350;117080
0.448;334765;208161;103407;126604
0.0;0;0;103445;0
0.286;24622;8079;103451;16543
0.112;140629;47072;103496;93557
1.0;586;586;103574;0
0.275;559733;122311;103593;437422
0.287;31562;27156;103605;4406
0.431;237496;106040;103609;131456
0.504;200928;139516;103612;61412
0.06;220123;36932;103629;183191
0.49;231663;160429;103661;71234
0.0;0;0;103683;0
0.0;0;0;103717;0
0.0;0;0;103736;0
0.053;775;0;103745;775
0.0;0;0;103783;0
0.753;8758;7532;103793;1226
0.347;120082;48193;103810;71889
0.269;690714;218842;103813;471872
0.0;0;0;103814;0
0.98;5643;5620;103823;23
0.1;51655;9028;103829;42627
0.511;8531;8038;103855;493
0.378;500112;248569;103870;251543
0.941;182966;121540;103878;61426
0.221;732377;208508;103887;523869
0.0;0;0;103901;0
0.0;0;0;103917;0
0.484;85749;57432;103932;28317
0.154;126788;50419;103935;76369
0.133;160250;51688;103946;108562
0.0;0;0;103956;0
0.308;1046128;232224;103957;813904
0.149;196155;54296;103977;141859
0.201;229815;59466;104001;170349
0.218;180005;65858;104016;114147
0.187;29692;12680;104041;17012
0.229;510670;166243;104044;344427
0.0;0;0;104045;0
0.0;0;0;104050;0
0.086;61564;14735;104051;46829
0.231;663719;183867;104056;479852
1.0;25195;23869;104059;1326
1.0;54527;39776;104065;14751
0.233;612267;311777;104071;300490
0.129;77003;17057;104074;59946
1.0;0;0;104088;0
0.148;484605;178433;104094;306172
0.0;0;0;104118;0
0.0;0;0;104140;0
0.248;147721;102605;104143;45116
0.0;0;0;104158;0
0.309;125085;69756;104218;55329
1.0;32080;20898;104231;11182
0.301;403421;209288;104284;194133
0.765;11129;8943;104288;2186
0.092;20886;9945;104367;10941
0.0;0;0;104381;0
0.0;0;0;104432;0
0.96;2028;2134;104476;106
0.272;116548;64960;104498;51588
0.0;0;0;104511;0
0.0;0;0;104549;0
0.062;20562;6555;104566;14007
0.0;0;0;104573;0
0.103;213642;86384;104616;127258
0.523;44240;35615;104633;8625
0.244;238215;90911;104638;147304
0.108;377332;129249;104659;248083
1.0;23808;23808;104724;0
0.284;240784;100051;104733;140733
0.0;0;0;104737;0
0.0;0;0;104743;0
0.256;56150;35152;104745;20998
1.0;791;791;104765;0
1.0;2275;2275;104769;0
0.257;317043;197084;104774;119959
0.337;303247;202684;104777;100563
0.68;584614;278154;104791;306460
0.166;236756;62014;104797;174742
0.249;116138;39708;104805;76430
0.6;65280;54794;104820;10486
0.546;87797;61494;104864;26303
0.0;0;0;104871;0
1.0;17679;12002;104876;5677
0.814;5981;5936;104883;45
0.603;80130;47452;104885;32678
0.349;88254;59213;104886;29041
0.0;0;0;104888;0
0.468;92780;59208;104929;33572
0.0;0;0;105010;0
0.132;310548;71685;105059;238863
0.0;0;0;105063;0
0.0;0;0;105075;0
0.33;116909;42428;105078;74481
0.329;189988;136969;105088;53019
0.213;290377;148713;105091;141664
0.259;38753;18525;105097;20228
0.0;0;0;105120;0
0.293;56091;34430;105135;21661
0.466;437600;251756;105140;185844
0.454;196820;80447;105156;116373
0.343;230600;173576;105168;57024
0.319;125267;47681;105177;77586
0.216;53098;10140;105188;42958
0.219;586012;182705;105193;403307
0.395;133927;74194;105194;59733
1.0;0;0;105239;0
0.053;6175;0;105267;6175
0.206;433246;135497;105269;297749
0.0;0;0;105299;0
1.0;1380;1380;105305;0
0.084;148704;30066;105313;118638
0.175;57900;35143;105336;22757
0.068;112081;27479;105343;84602
0.116;102282;3557;105350;98725
0.406;238029;149193;105389;88836
0.181;195749;77972;105426;117777
0.929;12779;8141;105428;4638
0.298;377284;158044;105436;219240
0.158;334860;129488;105437;205372
0.0;0;0;105458;0
0.136;683998;198716;105459;485282
0.0;0;0;105462;0
0.269;218058;138847;105487;79211
0.0;0;0;105489;0
0.142;44634;19076;105495;25558
0.342;618097;252331;105499;365766
0.694;104358;81155;105514;23203
0.0;0;0;105516;0
0.174;485028;154851;105517;330177
0.337;52246;28320;105522;23926
0.85;171019;143018;105526;28001
0.356;89638;60678;105528;28960
0.0;0;0;105532;0
0.386;267633;148588;105559;119045
0.394;424366;268881;105564;155485
0.0;0;0;105656;0
0.558;85184;55761;105669;29423
0.0;0;0;105670;0
0.469;678862;180996;105674;497866
0.172;33867;6202;105754;27665
0.363;533862;169851;105768;364011
0.082;100253;35263;105829;64990
0.932;4671;3834;105839;837
0.095;68653;21993;105869;46660
0.549;100350;86721;105886;13629
0.0;0;0;105889;0
0.254;209451;107105;106043;102346
0.0;0;0;106045;0
0.0;0;0;106066;0
0.322;288312;64908;106108;223404
0.09;142408;47641;106119;94767
0.339;180454;78240;106130;102214
0.451;110119;83369;106135;26750
0.649;76291;44771;106156;31520
0.586;57768;37303;106160;20465
0.0;0;0;106169;0
0.136;206633;73857;106189;132776
0.975;5906;5669;106190;237
0.079;322303;64056;106196;258247
0.0;0;0;106206;0
0.113;347725;79137;106212;268588
0.318;74066;43028;106224;31038
0.084;95802;39563;106230;56239
0.0;0;0;106265;0
0.0;0;0;106272;0
0.22;264030;156002;106279;108028
0.24;62130;40570;106295;21560
0.0;0;0;106322;0
0.346;187377;84462;106347;102915
0.362;170115;92304;106371;77811
0.271;48208;37188;106399;11020
0.0;0;0;106404;0
0.242;94779;62163;106441;32616
0.054;185966;51869;106444;134097
1.0;6712;6712;106473;0
0.0;0;0;106482;0
0.068;60889;24381;106483;36508
0.184;19211;13675;106493;5536
0.179;153857;77497;106538;76360
0.0;0;0;106586;0
0.0;0;0;106597;0
0.342;68635;36322;106638;32313
0.0;0;0;106735;0
0.5;101943;34664;106737;67279
0.0;0;0;106774;0
0.023;6616;0;106778;6616
0.31;233028;136547;106800;96481
0.309;207241;95862;106834;111379
0.581;389193;252480;106861;136713
0.0;0;0;107074;0
0.195;648369;143161;107158;505208
0.511;18192;11719;107162;6473
0.0;0;0;107205;0
0.18;483409;157832;107243;325577
0.0;0;0;107295;0
0.0;0;0;107302;0
0.145;241716;67441;107390;174275
0.083;19605;12570;107400;7035
0.166;24316;2632;107417;21684
0.124;772736;212957;107470;559779
0.0;0;0;107476;0
0.416;256087;142222;107485;113865
0.469;30574;16040;107623;14534
0.332;21114;9622;107702;11492
0.0;0;0;107721;0
0.0;0;0;107735;0
0.0;0;0;107738;0
0.174;57756;19680;107742;38076
0.358;697845;302716;107747;395129
0.0;0;0;107750;0
0.521;65384;49960;107760;15424
1.0;16893;16893;107866;0
0.0;0;0;107872;0
0.599;57420;43469;107874;13951
0.213;278163;132464;107876;145699
0.455;15719;13754;107878;1965
0.0;0;0;107880;0
0.0;0;0;107888;0
0.13;108348;35779;107901;72569
0.148;98669;36837;107909;61832
0.24;144976;61276;107915;83700
0.0;0;0;107928;0
0.0;0;0;107943;0
0.0;0;0;108013;0
0.144;298933;107629;108091;191304
0.0;0;0;108109;0
0.0;0;0;108165;0
0.301;5352;4746;108173;606
0.088;44011;18270;108176;25741
0.203;724450;179356;108181;545094
0.296;164696;92468;108210;72228
0.0;0;0;108221;0
0.63;32774;14262;108226;18512
0.398;373110;181081;108239;192029
0.158;40066;7533;108258;32533
1.0;3117;3117;108259;0
0.0;0;0;108272;0
0.15;298141;111316;108321;186825
0.0;0;0;108373;0
0.35;109271;51296;108382;57975
0.466;148523;68309;108389;80214
0.628;112113;60928;108433;51185
0.0;0;0;108439;0
0.086;102635;32226;108462;70409
0.368;135683;78530;108642;57153
1.0;17524;10664;108652;6860
0.0;0;0;108662;0
0.23;10734;4472;108694;6262
1.0;9120;9120;108697;0
0.007;36964;0;108717;36964
0.391;168227;91669;108719;76558
0.492;66592;38978;108721;27614
0.231;122630;47803;108748;74827
0.332;72169;58349;108789;13820
0.0;0;0;108803;0
0.263;322338;88788;108857;233550
0.0;0;0;108871;0
0.158;217886;37146;108898;180740
1.0;54416;48854;108900;5562
0.821;66820;47983;108907;18837
0.207;86096;26209;108935;59887
0.0;0;0;108936;0
0.068;69843;30938;108968;38905
0.655;154038;123246;108976;30792
0.244;80606;42432;108979;38174
0.0;0;0;108989;0
0.252;689236;206948;109000;482288
0.424;60641;47314;109011;13327
0.55;75141;55001;109017;20140
1.0;281;281;109022;0
0.197;661574;144871;109027;516703
